index,raw,filtered
0,127.0,0.0000
1,127.0,126.8731
2,128.0,126.9396
3,127.0,127.3469
4,126.0,127.2337
5,124.0,126.8650
6,121.0,126.0482
7,128.0,124.6446
8,123.0,125.5651
9,124.0,124.8664
10,128.0,124.6313
11,127.0,125.5435
12,125.0,125.9375
13,125.0,125.6840
14,125.0,125.4992
15,124.0,125.3643
16,125.0,124.9957
17,119.0,124.9969
18,122.0,123.3767
19,117.0,123.0048
20,120.0,121.3825
21,118.0,121.0090
22,117.0,120.1961
23,117.0,119.3327
24,122.0,118.7025
25,116.0,119.5933
26,120.0,118.6226
27,120.0,118.9947
28,113.0,119.2663
29,115.0,117.5734
30,117.0,116.8782
31,127.0,116.9111
32,118.0,119.6367
33,124.0,119.1945
34,124.0,120.4927
35,121.0,121.4403
36,123.0,121.3213
37,123.0,121.7748
38,124.0,122.1058
39,123.0,122.6175
40,123.0,122.7209
41,123.0,122.7963
42,123.0,122.8513
43,123.0,122.8915
44,122.0,122.9208
45,128.0,122.6720
46,127.0,124.1114
47,124.0,124.8918
48,121.0,124.6509
49,125.0,123.6646
50,124.0,124.0253
51,124.0,124.0185
52,124.0,124.0135
53,120.0,124.0099
54,126.0,122.9266
55,123.0,123.7569
56,123.0,123.5524
57,121.0,123.4032
58,119.0,122.7539
59,119.0,121.7398
60,124.0,120.9996
61,124.0,121.8102
62,121.0,122.4018
63,121.0,122.0231
64,126.0,121.7467
65,126.0,122.8957
66,121.0,123.7344
67,126.0,122.9957
68,126.0,123.8073
69,124.0,124.3997
70,126.0,124.2917
71,126.0,124.7532
72,121.0,125.0900
73,124.0,123.9851
74,124.0,123.9891
75,127.0,123.9921
76,127.0,124.8047
77,123.0,125.3978
78,127.0,124.7500
79,129.0,125.3578
80,126.0,126.3418
81,124.0,126.2495
82,127.0,125.6418
83,124.0,126.0087
84,126.0,125.4660
85,129.0,125.6103
86,129.0,126.5260
87,125.0,127.1944
88,123.0,126.6016
89,128.0,125.6286
90,127.0,126.2692
91,122.0,126.4667
92,123.0,125.2600
93,123.0,124.6494
94,121.0,124.2038
95,121.0,123.3383
96,122.0,122.7066
97,122.0,122.5157
98,123.0,122.3764
99,123.0,122.5449
100,123.0,122.6678
101,125.0,122.7576
102,125.0,123.3634
103,124.0,123.8055
104,126.0,123.8581
105,128.0,124.4367
106,127.0,125.3994
107,123.0,125.8318
108,126.0,125.0668
109,128.0,125.3189
110,127.0,126.0432
111,127.0,126.3017
112,126.0,126.4903
113,125.0,126.3579
114,124.0,125.9910
115,128.0,125.4531
116,129.0,126.1412
117,129.0,126.9135
118,125.0,127.4772
119,125.0,126.8080
120,126.0,126.3195
121,126.0,126.2332
122,128.0,126.1702
123,127.0,126.6645
124,124.0,126.7552
125,121.0,126.0108
126,123.0,124.6571
127,121.0,124.2094
128,121.0,123.3424
129,104.0,122.7096
130,104.0,117.6551
131,110.0,113.9661
132,106.0,112.8946
133,101.0,111.0320
134,104.0,108.3218
135,104.0,107.1542
136,97.0,106.3021
137,98.0,103.7891
138,99.0,102.2251
139,95.0,101.3538
140,102.0,99.6373
141,115.0,100.2756
142,115.0,104.2535
143,117.0,107.1567
144,116.0,109.8159
145,117.0,111.4866
146,120.0,112.9761
147,118.0,114.8736
148,123.0,115.7182
149,123.0,117.6855
150,117.0,119.1212
151,115.0,118.5482
152,112.0,117.5896
153,114.0,116.0795
154,114.0,115.5177
155,112.0,115.1077
156,114.0,114.2681
157,113.0,114.1957
158,113.0,113.8727
159,111.0,113.6369
160,111.0,112.9245
161,111.0,112.4046
162,111.0,112.0251
163,116.0,111.7482
164,112.0,112.8968
165,115.0,112.6546
166,115.0,113.2882
167,117.0,113.7506
168,118.0,114.6285
169,116.0,115.5393
170,117.0,115.6638
171,119.0,116.0248
172,119.0,116.8285
173,119.0,117.4152
174,122.0,117.8433
