index,raw,filtered
0,127.0,0.0000
1,129.0,126.8731
2,127.0,127.9867
3,124.0,127.6077
4,129.0,126.4310
5,129.0,127.1987
6,127.0,127.7123
7,128.0,127.5142
8,129.0,127.6475
9,125.0,128.0159
10,126.0,127.1976
11,125.0,126.8733
12,128.0,126.3666
13,121.0,126.8081
14,125.0,125.2385
15,123.0,125.1740
16,124.0,124.5867
17,121.0,124.4282
18,122.0,123.5020
19,119.0,123.0962
20,120.0,121.9896
21,120.0,121.4521
22,118.0,121.0598
23,119.0,120.2332
24,119.0,119.9000
25,120.0,119.6569
26,120.0,119.7496
27,122.0,119.8172
28,122.0,120.4069
29,119.0,120.8373
30,121.0,120.3409
31,121.0,120.5190
32,120.0,120.6489
33,120.0,120.4736
34,120.0,120.3457
35,119.0,120.2523
36,119.0,119.9140
37,122.0,119.6671
38,121.0,120.2973
39,119.0,120.4872
40,120.0,120.0854
41,123.0,120.0623
42,127.0,120.8560
43,124.0,122.5158
44,131.0,122.9168
45,129.0,125.1005
46,129.0,126.1540
47,129.0,126.9228
48,132.0,127.4840
49,126.0,128.7040
50,127.0,127.9735
51,130.0,127.7105
52,129.0,128.3290
53,131.0,128.5103
54,132.0,129.1829
55,132.0,129.9440
56,131.0,130.4994
57,131.0,130.6347
58,130.0,130.7334
59,127.0,130.5352
60,130.0,129.5802
61,125.0,129.6936
62,125.0,128.4256
63,130.0,127.5001
64,130.0,128.1755
65,130.0,128.6684
66,132.0,129.0281
67,127.0,129.8310
68,128.0,129.0662
69,130.0,128.7782
70,131.0,129.1082
71,126.0,129.6193
72,124.0,128.6415
73,123.0,127.3876
74,124.0,126.2023
75,127.0,125.6073
76,125.0,125.9835
77,124.0,125.7178
78,124.0,125.2538
79,124.0,124.9150
80,122.0,124.6678
81,122.0,123.9471
82,121.0,123.4211
83,121.0,122.7670
84,125.0,122.2896
85,126.0,123.0219
86,126.0,123.8264
87,125.0,124.4136
88,125.0,124.5720
89,124.0,124.6877
90,128.0,124.5019
91,128.0,125.4469
92,129.0,126.1367
93,129.0,126.9102
94,129.0,127.4748
95,127.0,127.8868
96,128.0,127.6472
97,129.0,127.7425
98,132.0,128.0823
99,128.0,129.1407
100,128.0,128.8325
101,129.0,128.6076
102,128.0,128.7136
103,129.0,128.5208
104,121.0,128.6503
105,121.0,126.5835
106,125.0,125.0751
107,120.0,125.0548
108,121.0,123.6892
109,122.0,122.9627
110,122.0,122.7026
111,117.0,122.5128
112,112.0,121.0235
113,112.0,118.5857
114,116.0,116.8066
115,119.0,116.5887
116,117.0,117.2401
117,117.0,117.1752
118,117.0,117.1279
119,117.0,117.0933
120,121.0,117.0681
121,121.0,118.1303
122,122.0,118.9056
123,122.0,119.7416
124,123.0,120.3517
125,125.0,121.0672
126,121.0,122.1296
127,123.0,121.8245
128,125.0,122.1420
129,122.0,122.9141
130,125.0,122.6672
131,123.0,123.2974
132,127.0,123.2171
133,126.0,124.2390
134,126.0,124.7148
135,121.0,125.0620
136,126.0,123.9646
137,127.0,124.5145
138,126.0,125.1860
139,126.0,125.4059
140,126.0,125.5664
141,129.0,125.6835
142,122.0,126.5795
143,122.0,125.3423
144,124.0,124.4394
145,124.0,124.3207
146,124.0,124.2340
147,124.0,124.1708
148,122.0,124.1247
149,122.0,123.5507
150,122.0,123.1318
151,122.0,122.8260
152,119.0,122.6029
153,121.0,121.6295
154,122.0,121.4595
155,122.0,121.6055
156,125.0,121.7121
157,124.0,122.6003
158,124.0,122.9785
159,123.0,123.2544
160,125.0,123.1857
161,123.0,123.6758
162,123.0,123.4933
163,125.0,123.3600
164,124.0,123.8031
165,126.0,123.8563
166,121.0,124.4354
167,121.0,123.5073
168,125.0,122.8299
169,127.0,123.4162
170,125.0,124.3844
171,128.0,124.5507
172,128.0,125.4825
173,127.0,126.1627
174,121.0,126.3889
175,125.0,124.9330
176,127.0,124.9511
177,127.0,125.5046
178,124.0,125.9086
179,124.0,125.3930
180,122.0,125.0167
181,123.0,124.2017
182,122.0,123.8771
183,126.0,123.3700
184,123.0,124.0805
185,122.0,123.7886
186,125.0,123.3054
187,117.0,123.7632
188,120.0,121.9361
189,117.0,121.4130
190,114.0,120.2208
191,115.0,118.5402
192,112.0,117.5838
193,113.0,116.0753
194,110.0,115.2445
195,110.0,113.8277
196,116.0,112.7936
197,113.0,113.6598
198,113.0,113.4816
199,121.0,113.3515
200,121.0,115.4178
201,122.0,116.9258
202,124.0,118.2967
203,130.0,119.8375
204,130.0,122.5829
205,130.0,124.5867
206,130.0,126.0491
207,131.0,127.1165
208,129.0,128.1656
209,127.0,128.3910
210,125.0,128.0152
211,124.0,127.2007
212,133.0,126.3360
213,127.0,128.1363
214,127.0,127.8293
215,125.0,127.6053
216,123.0,126.9014
217,125.0,125.8474
218,122.0,125.6185
219,122.0,124.6409
220,116.0,123.9275
221,118.0,121.7858
222,121.0,120.7631
223,121.0,120.8271
224,116.0,120.8738
225,116.0,119.5571
226,116.0,118.5961
227,114.0,117.8948
228,118.0,116.8426
229,108.0,117.1553
230,108.0,114.6819
231,119.0,112.8767
232,113.0,114.5310
233,113.0,114.1174
234,113.0,113.8155
